text,label
Let's schedule a meeting to discuss the new feature requirements.,ham
You've been randomly selected to receive a free watch. No purchase necessary.,spam
"Great job on the presentation today, Casey! Very well done.",ham
Please confirm your attendance for the company picnic next week.,ham
"Great job on the presentation today, Jordan! Very well done.",ham
Don't forget to submit your timesheet by end of day Friday.,ham
Buy one get one free on all tablet! This weekend only.,spam
Here are the notes from today's brainstorming session.,ham
Don't forget to submit your timesheet by end of day Friday.,ham
Lose 21259 pounds in just 28 days with this miracle pill!,spam
Win a brand new vacation! Click the link below to enter the draw.,spam
Buy one get one free on all vacation! This weekend only.,spam
"Great job on the presentation today, Taylor! Very well done.",ham
I'll be out of office from Monday to Wednesday. Reach out to Quinn if urgent.,ham
Don't forget to submit your timesheet by end of day Friday.,ham
Here are the notes from today's brainstorming session.,ham
Make money fast! Earn $7625 per week working from home.,spam
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
Act now to receive exclusive discounts on iPhone. Offer expires soon!,spam
"Hey Jordan, are you available for a quick call this afternoon?",ham
Your email has won our international lottery worth $9989.,spam
Here are the notes from today's brainstorming session.,ham
Can we reschedule our 1-on-1 to Thursday at 3 PM?,ham
"Thanks for your help with the client demo, it went really well!",ham
"Thanks for your help with the client demo, it went really well!",ham
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
Get rich quick scheme: invest $33426 and earn ten times profit.,spam
Please find attached the quarterly report for your review.,ham
Happy birthday Morgan! Hope you have a wonderful day!,ham
I'll be out of office from Monday to Wednesday. Reach out to Quinn if urgent.,ham
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
Secret method to earn $22982 daily from home — guaranteed!,spam
Act now to receive exclusive discounts on tablet. Offer expires soon!,spam
The project deadline has been moved to next Friday. Please plan accordingly.,ham
WARNING: Your computer is infected! Download our antivirus now.,spam
WARNING: Your computer is infected! Download our antivirus now.,spam
CONGRATULATIONS! Claim your reward of $47890 gift card now!,spam
CONGRATULATIONS! Claim your reward of $283 gift card now!,spam
"Thanks for your help with the client demo, it went really well!",ham
Exclusive VIP membership — join today for only $32447 per month.,spam
URGENT: Your account has been compromised. Verify your identity immediately.,spam
Secret method to earn $38685 daily from home — guaranteed!,spam
Happy birthday Jordan! Hope you have a wonderful day!,ham
"Hey Riley, are you available for a quick call this afternoon?",ham
I'll be out of office from Monday to Wednesday. Reach out to Morgan if urgent.,ham
Let's schedule a meeting to discuss the new feature requirements.,ham
The server maintenance is scheduled for this Saturday from 2-4 AM.,ham
"Great job on the presentation today, Jordan! Very well done.",ham
Congratulations! You have won a $4372 prize. Click here to claim now!,spam
Get rich quick scheme: invest $39594 and earn ten times profit.,spam
The server maintenance is scheduled for this Saturday from 2-4 AM.,ham
The server maintenance is scheduled for this Saturday from 2-4 AM.,ham
The server maintenance is scheduled for this Saturday from 2-4 AM.,ham
Win a brand new vacation! Click the link below to enter the draw.,spam
Secret method to earn $42778 daily from home — guaranteed!,spam
I've completed the code review for the pull request. See my comments.,ham
I've completed the code review for the pull request. See my comments.,ham
Let's schedule a meeting to discuss the new feature requirements.,ham
Win a brand new iPhone! Click the link below to enter the draw.,spam
Your email has won our international lottery worth $22360.,spam
Hot singles in your area are waiting for you. Click to meet them!,spam
Get rich quick scheme: invest $46843 and earn ten times profit.,spam
"Hi Jordan, just wanted to follow up on our meeting yesterday.",ham
Your loan of $8521 has been pre-approved. No credit check required.,spam
Could you please share the updated spreadsheet with the latest numbers?,ham
Happy birthday Riley! Hope you have a wonderful day!,ham
Win a brand new iPhone! Click the link below to enter the draw.,spam
Make money fast! Earn $16426 per week working from home.,spam
I'll be out of office from Monday to Wednesday. Reach out to Taylor if urgent.,ham
Your loan of $4866 has been pre-approved. No credit check required.,spam
CONGRATULATIONS! Claim your reward of $7261 gift card now!,spam
I've completed the code review for the pull request. See my comments.,ham
Here are the notes from today's brainstorming session.,ham
"Hey Jordan, are you available for a quick call this afternoon?",ham
"Hey Alex, are you available for a quick call this afternoon?",ham
"Great job on the presentation today, Morgan! Very well done.",ham
Congratulations! You have won a $47241 prize. Click here to claim now!,spam
Don't forget to submit your timesheet by end of day Friday.,ham
I've completed the code review for the pull request. See my comments.,ham
Lose 29396 pounds in just 14 days with this miracle pill!,spam
Make money fast! Earn $38496 per week working from home.,spam
Please confirm your attendance for the company picnic next week.,ham
WARNING: Your computer is infected! Download our antivirus now.,spam
"Thanks for sending over the documents, I'll review them by end of day.",ham
The bug in the login module has been fixed and deployed to staging.,ham
I've completed the code review for the pull request. See my comments.,ham
CONGRATULATIONS! Claim your reward of $2679 gift card now!,spam
"Hi Sam, just wanted to follow up on our meeting yesterday.",ham
Can we reschedule our 1-on-1 to Thursday at 3 PM?,ham
"Hey Morgan, are you available for a quick call this afternoon?",ham
Don't forget to submit your timesheet by end of day Friday.,ham
Let's schedule a meeting to discuss the new feature requirements.,ham
Exclusive VIP membership — join today for only $2186 per month.,spam
The project deadline has been moved to next Friday. Please plan accordingly.,ham
Cheap camera available now at unbeatable prices! Order today.,spam
Don't forget to submit your timesheet by end of day Friday.,ham
"Hi Taylor, just wanted to follow up on our meeting yesterday.",ham
Here are the notes from today's brainstorming session.,ham
Make money fast! Earn $2141 per week working from home.,spam
The project deadline has been moved to next Friday. Please plan accordingly.,ham
The project deadline has been moved to next Friday. Please plan accordingly.,ham
URGENT: Your account has been compromised. Verify your identity immediately.,spam
Congratulations! You have won a $7830 prize. Click here to claim now!,spam
"Thanks for sending over the documents, I'll review them by end of day.",ham
Secret method to earn $32886 daily from home — guaranteed!,spam
Exclusive VIP membership — join today for only $35624 per month.,spam
"Hi Taylor, just wanted to follow up on our meeting yesterday.",ham
"FREE car for you! Limited time offer, act now!",spam
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
Exclusive VIP membership — join today for only $17906 per month.,spam
Here are the notes from today's brainstorming session.,ham
You've been randomly selected to receive a free TV. No purchase necessary.,spam
Your loan of $18642 has been pre-approved. No credit check required.,spam
Congratulations! You have won a $41865 prize. Click here to claim now!,spam
"Thanks for your help with the client demo, it went really well!",ham
Here are the notes from today's brainstorming session.,ham
Let's schedule a meeting to discuss the new feature requirements.,ham
Please find attached the quarterly report for your review.,ham
Cheap tablet available now at unbeatable prices! Order today.,spam
Get rich quick scheme: invest $19602 and earn ten times profit.,spam
"Hi Jordan, just wanted to follow up on our meeting yesterday.",ham
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
The server maintenance is scheduled for this Saturday from 2-4 AM.,ham
Exclusive VIP membership — join today for only $19005 per month.,spam
"Great job on the presentation today, Alex! Very well done.",ham
"Hi Casey, just wanted to follow up on our meeting yesterday.",ham
CONGRATULATIONS! Claim your reward of $37226 gift card now!,spam
Your loan of $13516 has been pre-approved. No credit check required.,spam
Your email has won our international lottery worth $45816.,spam
"Great job on the presentation today, Taylor! Very well done.",ham
Exclusive VIP membership — join today for only $14309 per month.,spam
CONGRATULATIONS! Claim your reward of $12447 gift card now!,spam
Make money fast! Earn $24201 per week working from home.,spam
Please find attached the quarterly report for your review.,ham
Cheap camera available now at unbeatable prices! Order today.,spam
Get rich quick scheme: invest $5411 and earn ten times profit.,spam
Your loan of $23174 has been pre-approved. No credit check required.,spam
Can we reschedule our 1-on-1 to Thursday at 3 PM?,ham
Get rich quick scheme: invest $3545 and earn ten times profit.,spam
Make money fast! Earn $27921 per week working from home.,spam
The server maintenance is scheduled for this Saturday from 2-4 AM.,ham
The project deadline has been moved to next Friday. Please plan accordingly.,ham
Act now to receive exclusive discounts on tablet. Offer expires soon!,spam
WARNING: Your computer is infected! Download our antivirus now.,spam
I've completed the code review for the pull request. See my comments.,ham
Could you please share the updated spreadsheet with the latest numbers?,ham
Exclusive VIP membership — join today for only $4942 per month.,spam
Buy one get one free on all laptop! This weekend only.,spam
You are selected for a special cashback offer of 45%. Reply YES.,spam
Secret method to earn $7173 daily from home — guaranteed!,spam
Secret method to earn $36315 daily from home — guaranteed!,spam
"Thanks for sending over the documents, I'll review them by end of day.",ham
Can we reschedule our 1-on-1 to Thursday at 3 PM?,ham
Your loan of $46487 has been pre-approved. No credit check required.,spam
I've completed the code review for the pull request. See my comments.,ham
The bug in the login module has been fixed and deployed to staging.,ham
WARNING: Your computer is infected! Download our antivirus now.,spam
"FREE vacation for you! Limited time offer, act now!",spam
You've been randomly selected to receive a free vacation. No purchase necessary.,spam
Secret method to earn $39760 daily from home — guaranteed!,spam
Congratulations! You have won a $38321 prize. Click here to claim now!,spam
Buy one get one free on all camera! This weekend only.,spam
Could you please share the updated spreadsheet with the latest numbers?,ham
Can we reschedule our 1-on-1 to Thursday at 3 PM?,ham
"Thanks for sending over the documents, I'll review them by end of day.",ham
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
CONGRATULATIONS! Claim your reward of $4919 gift card now!,spam
"FREE laptop for you! Limited time offer, act now!",spam
The bug in the login module has been fixed and deployed to staging.,ham
Get rich quick scheme: invest $38619 and earn ten times profit.,spam
Please find attached the quarterly report for your review.,ham
The bug in the login module has been fixed and deployed to staging.,ham
Lose 7203 pounds in just 18 days with this miracle pill!,spam
Lose 47636 pounds in just 30 days with this miracle pill!,spam
Could you please share the updated spreadsheet with the latest numbers?,ham
CONGRATULATIONS! Claim your reward of $9865 gift card now!,spam
"Hey Sam, are you available for a quick call this afternoon?",ham
Cheap laptop available now at unbeatable prices! Order today.,spam
Happy birthday Alex! Hope you have a wonderful day!,ham
Can we reschedule our 1-on-1 to Thursday at 3 PM?,ham
Let's schedule a meeting to discuss the new feature requirements.,ham
The bug in the login module has been fixed and deployed to staging.,ham
Let's schedule a meeting to discuss the new feature requirements.,ham
You've been randomly selected to receive a free camera. No purchase necessary.,spam
Here are the notes from today's brainstorming session.,ham
You've been randomly selected to receive a free vacation. No purchase necessary.,spam
The bug in the login module has been fixed and deployed to staging.,ham
Could you please share the updated spreadsheet with the latest numbers?,ham
The server maintenance is scheduled for this Saturday from 2-4 AM.,ham
"Hi Taylor, just wanted to follow up on our meeting yesterday.",ham
Act now to receive exclusive discounts on camera. Offer expires soon!,spam
The project deadline has been moved to next Friday. Please plan accordingly.,ham
Make money fast! Earn $7979 per week working from home.,spam
Buy one get one free on all vacation! This weekend only.,spam
Here are the notes from today's brainstorming session.,ham
Happy birthday Alex! Hope you have a wonderful day!,ham
The bug in the login module has been fixed and deployed to staging.,ham
Your email has won our international lottery worth $29020.,spam
Act now to receive exclusive discounts on TV. Offer expires soon!,spam
The server maintenance is scheduled for this Saturday from 2-4 AM.,ham
The bug in the login module has been fixed and deployed to staging.,ham
Make money fast! Earn $43710 per week working from home.,spam
Happy birthday Casey! Hope you have a wonderful day!,ham
Buy one get one free on all camera! This weekend only.,spam
Could you please share the updated spreadsheet with the latest numbers?,ham
The bug in the login module has been fixed and deployed to staging.,ham
Win a brand new vacation! Click the link below to enter the draw.,spam
CONGRATULATIONS! Claim your reward of $25337 gift card now!,spam
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
Win a brand new car! Click the link below to enter the draw.,spam
Hot singles in your area are waiting for you. Click to meet them!,spam
Congratulations! You have won a $12529 prize. Click here to claim now!,spam
Buy one get one free on all camera! This weekend only.,spam
URGENT: Your account has been compromised. Verify your identity immediately.,spam
Congratulations! You have won a $9580 prize. Click here to claim now!,spam
You are selected for a special cashback offer of 38%. Reply YES.,spam
Please find attached the quarterly report for your review.,ham
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
CONGRATULATIONS! Claim your reward of $36660 gift card now!,spam
Double your investment in 30 days! Risk free guaranteed returns.,spam
You've been randomly selected to receive a free camera. No purchase necessary.,spam
CONGRATULATIONS! Claim your reward of $38735 gift card now!,spam
Secret method to earn $4146 daily from home — guaranteed!,spam
Your loan of $39032 has been pre-approved. No credit check required.,spam
"Great job on the presentation today, Jordan! Very well done.",ham
WARNING: Your computer is infected! Download our antivirus now.,spam
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
Please find attached the quarterly report for your review.,ham
"Thanks for your help with the client demo, it went really well!",ham
I've completed the code review for the pull request. See my comments.,ham
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
Secret method to earn $41534 daily from home — guaranteed!,spam
Buy one get one free on all watch! This weekend only.,spam
You've been randomly selected to receive a free car. No purchase necessary.,spam
Cheap iPhone available now at unbeatable prices! Order today.,spam
Congratulations! You have won a $22496 prize. Click here to claim now!,spam
"Great job on the presentation today, Taylor! Very well done.",ham
Lose 13047 pounds in just 19 days with this miracle pill!,spam
Hot singles in your area are waiting for you. Click to meet them!,spam
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
WARNING: Your computer is infected! Download our antivirus now.,spam
Cheap car available now at unbeatable prices! Order today.,spam
I'll be out of office from Monday to Wednesday. Reach out to Taylor if urgent.,ham
CONGRATULATIONS! Claim your reward of $19642 gift card now!,spam
Hot singles in your area are waiting for you. Click to meet them!,spam
Your email has won our international lottery worth $35615.,spam
"FREE vacation for you! Limited time offer, act now!",spam
Happy birthday Riley! Hope you have a wonderful day!,ham
"Thanks for sending over the documents, I'll review them by end of day.",ham
Happy birthday Riley! Hope you have a wonderful day!,ham
Please find attached the quarterly report for your review.,ham
URGENT: Your account has been compromised. Verify your identity immediately.,spam
I've completed the code review for the pull request. See my comments.,ham
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
Secret method to earn $46881 daily from home — guaranteed!,spam
Get rich quick scheme: invest $25769 and earn ten times profit.,spam
Hot singles in your area are waiting for you. Click to meet them!,spam
"Hi Alex, just wanted to follow up on our meeting yesterday.",ham
Here are the notes from today's brainstorming session.,ham
Don't forget to submit your timesheet by end of day Friday.,ham
Secret method to earn $8163 daily from home — guaranteed!,spam
Here are the notes from today's brainstorming session.,ham
URGENT: Your account has been compromised. Verify your identity immediately.,spam
"Thanks for sending over the documents, I'll review them by end of day.",ham
The project deadline has been moved to next Friday. Please plan accordingly.,ham
Your email has won our international lottery worth $31988.,spam
The bug in the login module has been fixed and deployed to staging.,ham
Your loan of $8998 has been pre-approved. No credit check required.,spam
WARNING: Your computer is infected! Download our antivirus now.,spam
Your email has won our international lottery worth $33705.,spam
Get rich quick scheme: invest $25157 and earn ten times profit.,spam
Let's schedule a meeting to discuss the new feature requirements.,ham
Your email has won our international lottery worth $21576.,spam
Secret method to earn $9764 daily from home — guaranteed!,spam
"Thanks for your help with the client demo, it went really well!",ham
You've been randomly selected to receive a free vacation. No purchase necessary.,spam
CONGRATULATIONS! Claim your reward of $8555 gift card now!,spam
Make money fast! Earn $8400 per week working from home.,spam
Congratulations! You have won a $31723 prize. Click here to claim now!,spam
Lose 37829 pounds in just 16 days with this miracle pill!,spam
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
Here are the notes from today's brainstorming session.,ham
"Thanks for sending over the documents, I'll review them by end of day.",ham
Secret method to earn $14349 daily from home — guaranteed!,spam
URGENT: Your account has been compromised. Verify your identity immediately.,spam
The project deadline has been moved to next Friday. Please plan accordingly.,ham
You've been randomly selected to receive a free TV. No purchase necessary.,spam
"Thanks for your help with the client demo, it went really well!",ham
"Hi Riley, just wanted to follow up on our meeting yesterday.",ham
The bug in the login module has been fixed and deployed to staging.,ham
Happy birthday Quinn! Hope you have a wonderful day!,ham
"Thanks for your help with the client demo, it went really well!",ham
Let's schedule a meeting to discuss the new feature requirements.,ham
The bug in the login module has been fixed and deployed to staging.,ham
Congratulations! You have won a $43475 prize. Click here to claim now!,spam
Exclusive VIP membership — join today for only $6929 per month.,spam
URGENT: Your account has been compromised. Verify your identity immediately.,spam
Happy birthday Sam! Hope you have a wonderful day!,ham
Exclusive VIP membership — join today for only $40934 per month.,spam
WARNING: Your computer is infected! Download our antivirus now.,spam
Buy one get one free on all vacation! This weekend only.,spam
Congratulations! You have won a $8405 prize. Click here to claim now!,spam
Please confirm your attendance for the company picnic next week.,ham
Here are the notes from today's brainstorming session.,ham
Exclusive VIP membership — join today for only $45040 per month.,spam
Here are the notes from today's brainstorming session.,ham
Exclusive VIP membership — join today for only $31428 per month.,spam
Get rich quick scheme: invest $34277 and earn ten times profit.,spam
Exclusive VIP membership — join today for only $29810 per month.,spam
"Thanks for sending over the documents, I'll review them by end of day.",ham
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
Happy birthday Taylor! Hope you have a wonderful day!,ham
Get rich quick scheme: invest $35450 and earn ten times profit.,spam
Your loan of $15206 has been pre-approved. No credit check required.,spam
Congratulations! You have won a $32000 prize. Click here to claim now!,spam
Please confirm your attendance for the company picnic next week.,ham
Please confirm your attendance for the company picnic next week.,ham
Act now to receive exclusive discounts on iPhone. Offer expires soon!,spam
URGENT: Your account has been compromised. Verify your identity immediately.,spam
WARNING: Your computer is infected! Download our antivirus now.,spam
Double your investment in 30 days! Risk free guaranteed returns.,spam
WARNING: Your computer is infected! Download our antivirus now.,spam
URGENT: Your account has been compromised. Verify your identity immediately.,spam
Make money fast! Earn $15759 per week working from home.,spam
The server maintenance is scheduled for this Saturday from 2-4 AM.,ham
The bug in the login module has been fixed and deployed to staging.,ham
Hot singles in your area are waiting for you. Click to meet them!,spam
Could you please share the updated spreadsheet with the latest numbers?,ham
Please confirm your attendance for the company picnic next week.,ham
Get rich quick scheme: invest $39486 and earn ten times profit.,spam
Your loan of $2049 has been pre-approved. No credit check required.,spam
I'll be out of office from Monday to Wednesday. Reach out to Riley if urgent.,ham
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
"Thanks for your help with the client demo, it went really well!",ham
"Great job on the presentation today, Alex! Very well done.",ham
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
"Great job on the presentation today, Taylor! Very well done.",ham
"Hey Quinn, are you available for a quick call this afternoon?",ham
The bug in the login module has been fixed and deployed to staging.,ham
Make money fast! Earn $4628 per week working from home.,spam
WARNING: Your computer is infected! Download our antivirus now.,spam
Congratulations! You have won a $32771 prize. Click here to claim now!,spam
Buy one get one free on all tablet! This weekend only.,spam
The bug in the login module has been fixed and deployed to staging.,ham
WARNING: Your computer is infected! Download our antivirus now.,spam
Could you please share the updated spreadsheet with the latest numbers?,ham
Can we reschedule our 1-on-1 to Thursday at 3 PM?,ham
"Thanks for your help with the client demo, it went really well!",ham
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
Exclusive VIP membership — join today for only $7488 per month.,spam
"Thanks for your help with the client demo, it went really well!",ham
"Hey Morgan, are you available for a quick call this afternoon?",ham
Buy one get one free on all TV! This weekend only.,spam
Don't forget to submit your timesheet by end of day Friday.,ham
Get rich quick scheme: invest $9114 and earn ten times profit.,spam
"Hi Sam, just wanted to follow up on our meeting yesterday.",ham
"Hi Sam, just wanted to follow up on our meeting yesterday.",ham
You are selected for a special cashback offer of 69%. Reply YES.,spam
URGENT: Your account has been compromised. Verify your identity immediately.,spam
Double your investment in 30 days! Risk free guaranteed returns.,spam
Your loan of $42070 has been pre-approved. No credit check required.,spam
Here are the notes from today's brainstorming session.,ham
URGENT: Your account has been compromised. Verify your identity immediately.,spam
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
Your loan of $36488 has been pre-approved. No credit check required.,spam
Your email has won our international lottery worth $23909.,spam
The bug in the login module has been fixed and deployed to staging.,ham
You are selected for a special cashback offer of 79%. Reply YES.,spam
"Thanks for your help with the client demo, it went really well!",ham
I'll be out of office from Monday to Wednesday. Reach out to Quinn if urgent.,ham
Your email has won our international lottery worth $9213.,spam
You've been randomly selected to receive a free tablet. No purchase necessary.,spam
Lose 11791 pounds in just 13 days with this miracle pill!,spam
Don't forget to submit your timesheet by end of day Friday.,ham
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
Don't forget to submit your timesheet by end of day Friday.,ham
I've completed the code review for the pull request. See my comments.,ham
You are selected for a special cashback offer of 20%. Reply YES.,spam
Win a brand new TV! Click the link below to enter the draw.,spam
Secret method to earn $36191 daily from home — guaranteed!,spam
Happy birthday Alex! Hope you have a wonderful day!,ham
Buy one get one free on all laptop! This weekend only.,spam
"Great job on the presentation today, Taylor! Very well done.",ham
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
The server maintenance is scheduled for this Saturday from 2-4 AM.,ham
I've completed the code review for the pull request. See my comments.,ham
The bug in the login module has been fixed and deployed to staging.,ham
Congratulations! You have won a $44010 prize. Click here to claim now!,spam
Lose 160 pounds in just 16 days with this miracle pill!,spam
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
WARNING: Your computer is infected! Download our antivirus now.,spam
You've been randomly selected to receive a free laptop. No purchase necessary.,spam
Congratulations! You have won a $38466 prize. Click here to claim now!,spam
The server maintenance is scheduled for this Saturday from 2-4 AM.,ham
You've been randomly selected to receive a free tablet. No purchase necessary.,spam
Lose 6791 pounds in just 14 days with this miracle pill!,spam
Please find attached the quarterly report for your review.,ham
Secret method to earn $49484 daily from home — guaranteed!,spam
Act now to receive exclusive discounts on watch. Offer expires soon!,spam
"Hi Riley, just wanted to follow up on our meeting yesterday.",ham
Please confirm your attendance for the company picnic next week.,ham
"Thanks for sending over the documents, I'll review them by end of day.",ham
"Hey Riley, are you available for a quick call this afternoon?",ham
Win a brand new watch! Click the link below to enter the draw.,spam
Cheap iPhone available now at unbeatable prices! Order today.,spam
WARNING: Your computer is infected! Download our antivirus now.,spam
You've been randomly selected to receive a free laptop. No purchase necessary.,spam
Hot singles in your area are waiting for you. Click to meet them!,spam
Don't forget to submit your timesheet by end of day Friday.,ham
Can we reschedule our 1-on-1 to Thursday at 3 PM?,ham
Double your investment in 30 days! Risk free guaranteed returns.,spam
Get rich quick scheme: invest $30581 and earn ten times profit.,spam
WARNING: Your computer is infected! Download our antivirus now.,spam
Congratulations! You have won a $33310 prize. Click here to claim now!,spam
Double your investment in 30 days! Risk free guaranteed returns.,spam
Double your investment in 30 days! Risk free guaranteed returns.,spam
"FREE laptop for you! Limited time offer, act now!",spam
Win a brand new camera! Click the link below to enter the draw.,spam
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
Please find attached the quarterly report for your review.,ham
Win a brand new car! Click the link below to enter the draw.,spam
URGENT: Your account has been compromised. Verify your identity immediately.,spam
Please find attached the quarterly report for your review.,ham
"Thanks for sending over the documents, I'll review them by end of day.",ham
Could you please share the updated spreadsheet with the latest numbers?,ham
The server maintenance is scheduled for this Saturday from 2-4 AM.,ham
Can we reschedule our 1-on-1 to Thursday at 3 PM?,ham
Act now to receive exclusive discounts on vacation. Offer expires soon!,spam
Let's schedule a meeting to discuss the new feature requirements.,ham
"FREE TV for you! Limited time offer, act now!",spam
Please confirm your attendance for the company picnic next week.,ham
"Thanks for sending over the documents, I'll review them by end of day.",ham
Please find attached the quarterly report for your review.,ham
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
Please find attached the quarterly report for your review.,ham
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
Your email has won our international lottery worth $18019.,spam
"Thanks for sending over the documents, I'll review them by end of day.",ham
Your email has won our international lottery worth $47818.,spam
I'll be out of office from Monday to Wednesday. Reach out to Riley if urgent.,ham
Congratulations! You have won a $5631 prize. Click here to claim now!,spam
Can we reschedule our 1-on-1 to Thursday at 3 PM?,ham
I'll be out of office from Monday to Wednesday. Reach out to Jordan if urgent.,ham
Please confirm your attendance for the company picnic next week.,ham
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
Buy one get one free on all watch! This weekend only.,spam
Exclusive VIP membership — join today for only $4332 per month.,spam
Win a brand new iPhone! Click the link below to enter the draw.,spam
Lose 32165 pounds in just 24 days with this miracle pill!,spam
Please confirm your attendance for the company picnic next week.,ham
You are selected for a special cashback offer of 67%. Reply YES.,spam
Don't forget to submit your timesheet by end of day Friday.,ham
Secret method to earn $16054 daily from home — guaranteed!,spam
WARNING: Your computer is infected! Download our antivirus now.,spam
Your loan of $16491 has been pre-approved. No credit check required.,spam
URGENT: Your account has been compromised. Verify your identity immediately.,spam
Your loan of $4554 has been pre-approved. No credit check required.,spam
Make money fast! Earn $44983 per week working from home.,spam
URGENT: Your account has been compromised. Verify your identity immediately.,spam
Act now to receive exclusive discounts on tablet. Offer expires soon!,spam
"Thanks for your help with the client demo, it went really well!",ham
"Hey Casey, are you available for a quick call this afternoon?",ham
"Thanks for your help with the client demo, it went really well!",ham
The new hire orientation starts at 9 AM on Monday in Room 201.,ham
Reminder: team standup is at 10 AM tomorrow in the conference room.,ham
Your loan of $760 has been pre-approved. No credit check required.,spam
You are selected for a special cashback offer of 25%. Reply YES.,spam
URGENT: Your account has been compromised. Verify your identity immediately.,spam
Your email has won our international lottery worth $46393.,spam
